"species";"Region";"LifeForm";"off_FirstRec";"count";"firstRec";"phylum";"class";"timeLag";"eu_status";"scopus";"EASIN_Id";"Status";"TER";"FRW";"MAR";"EST";"habitat";"worst_100_world_ISSG";"worst_100_Europe_DAISIE";"mentioned_in_EU_quarantine_species";"partly_native";"obsEffort_LF";"ResearchEffort";"nOccTotSp";"obsInNeigborCountryBefore";"google_sum";"google_mean";"google_country_porc";"google_country"
"Acer japonicum";"Sweden";"Vascular plants";NA;1;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";439;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";7997425;26;18;NA;1467;10.1875;0;0
"Acer monspessulanum";"Albania";"Vascular plants";NA;2;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2476;54;4723;NA;397;2.75694444444444;0;0
"Acer monspessulanum";"Austria";"Vascular plants";NA;25;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";405467;44;4723;NA;397;2.75694444444444;0;0
"Acer monspessulanum";"Belgium";"Vascular plants";2015;7;2015;"Tracheophyta";"Magnoliopsida";0;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;480;4723;TRUE;397;2.75694444444444;0;0
"Acer monspessulanum";"Bosnia and Herzegovina";"Vascular plants";NA;12;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";9027;14;4723;NA;397;2.75694444444444;0;0
"Acer monspessulanum";"Bulgaria";"Vascular plants";NA;7;2012;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";14218;8;4723;NA;397;2.75694444444444;0;0
"Acer monspessulanum";"Croatia";"Vascular plants";NA;79;2008;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";40792;19;4723;NA;397;2.75694444444444;0;0
"Acer monspessulanum";"Czech Republic";"Vascular plants";NA;11;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";391053;28;4723;NA;397;2.75694444444444;0;0
"Acer monspessulanum";"France";"Vascular plants";NA;2383;2007;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3156527;142;4723;NA;397;2.75694444444444;38;104.763888888889
"Acer monspessulanum";"Germany";"Vascular plants";NA;291;2010;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2829627;51;4723;NA;397;2.75694444444444;25;68.923611111111
"Acer monspessulanum";"Greece";"Vascular plants";NA;36;2014;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";46853;144;4723;NA;397;2.75694444444444;0;0
"Acer monspessulanum";"Italy";"Vascular plants";NA;415;1997;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";967299;162;4723;NA;397;2.75694444444444;22;60.6527777777777
"Acer monspessulanum";"Montenegro";"Vascular plants";NA;8;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";5319;2;4723;NA;397;2.75694444444444;0;0
"Acer monspessulanum";"Portugal";"Vascular plants";NA;61;2009;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";107614;83;4723;NA;397;2.75694444444444;0;0
"Acer monspessulanum";"Republic of Moldova";"Vascular plants";NA;5;2017;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;4723;FALSE;397;2.75694444444444;NA;NA
"Acer monspessulanum";"Romania";"Vascular plants";NA;1;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";31057;3;4723;NA;397;2.75694444444444;0;0
"Acer monspessulanum";"Sea or Ocean";"Vascular plants";NA;133;2008;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;4723;FALSE;397;2.75694444444444;NA;NA
"Acer monspessulanum";"Serbia";"Vascular plants";NA;3;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";14179;54;4723;NA;397;2.75694444444444;0;0
"Acer monspessulanum";"Slovakia";"Vascular plants";NA;7;2017;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";84761;19;4723;NA;397;2.75694444444444;0;0
"Acer monspessulanum";"Slovenia";"Vascular plants";NA;15;2015;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";38312;45;4723;NA;397;2.75694444444444;0;0
"Acer monspessulanum";"Spain";"Vascular plants";NA;1172;1990;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";713438;120;4723;NA;397;2.75694444444444;100;275.694444444444
"Acer monspessulanum";"Sweden";"Vascular plants";NA;26;2000;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";7997425;26;4723;FALSE;397;2.75694444444444;0;0
"Acer monspessulanum";"Switzerland";"Vascular plants";NA;7;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";453426;13;4723;NA;397;2.75694444444444;0;0
"Acer monspessulanum";"The former Yugoslav Republic of Macedonia";"Vascular plants";NA;8;2014;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;4723;FALSE;397;2.75694444444444;NA;NA
"Acer monspessulanum";"Ukraine";"Vascular plants";NA;7;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";146355;7;4723;NA;397;2.75694444444444;0;0
"Acer monspessulanum";"United Kingdom";"Vascular plants";NA;2;2021;"Tracheophyta";"Magnoliopsida";NA;"NO";82;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";729813;102;4723;NA;397;2.75694444444444;0;0
"Acer negundo";"Albania";"Vascular plants";2013;30;2015;"Tracheophyta";"Magnoliopsida";2;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2476;54;36917;TRUE;3112;21.6111111111111;0;0
"Acer negundo";"Austria";"Vascular plants";NA;758;2011;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";405467;44;36917;NA;3112;21.6111111111111;0;0
"Acer negundo";"Belarus";"Vascular plants";NA;655;2013;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;36917;FALSE;3112;21.6111111111111;0;0
"Acer negundo";"Belgium";"Vascular plants";NA;911;1994;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;480;36917;NA;3112;21.6111111111111;50;1080.55555555555
"Acer negundo";"Bulgaria";"Vascular plants";NA;74;2012;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";14218;8;36917;NA;3112;21.6111111111111;0;0
"Acer negundo";"Croatia";"Vascular plants";NA;11;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";40792;19;36917;NA;3112;21.6111111111111;0;0
"Acer negundo";"Czech Republic";"Vascular plants";NA;1057;2007;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";391053;28;36917;NA;3112;21.6111111111111;77;1664.05555555555
"Acer negundo";"Denmark";"Vascular plants";NA;41;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";63407;18;36917;NA;3112;21.6111111111111;0;0
"Acer negundo";"Estonia";"Vascular plants";NA;6;2016;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";7196;5;36917;NA;3112;21.6111111111111;0;0
"Acer negundo";"Finland";"Vascular plants";NA;16;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";81315;2;36917;NA;3112;21.6111111111111;0;0
"Acer negundo";"France";"Vascular plants";NA;10258;1991;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";3156527;142;36917;NA;3112;21.6111111111111;42;907.666666666666
"Acer negundo";"Germany";"Vascular plants";NA;3851;2002;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2829627;51;36917;NA;3112;21.6111111111111;21;453.833333333333
"Acer negundo";"Greece";"Vascular plants";NA;156;2016;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";46853;144;36917;NA;3112;21.6111111111111;0;0
"Acer negundo";"Guernsey";"Vascular plants";NA;1;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;36917;FALSE;3112;21.6111111111111;0;0
"Acer negundo";"Hungary";"Vascular plants";NA;400;2017;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";36958;18;36917;NA;3112;21.6111111111111;63;1361.5
"Acer negundo";"Italy";"Vascular plants";NA;3939;2008;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";967299;162;36917;NA;3112;21.6111111111111;23;497.055555555555
"Acer negundo";"Latvia";"Vascular plants";NA;21;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";6060;6;36917;NA;3112;21.6111111111111;0;0
"Acer negundo";"Lithuania";"Vascular plants";NA;437;2017;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";40458;3;36917;NA;3112;21.6111111111111;0;0
"Acer negundo";"Luxembourg";"Vascular plants";NA;24;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";37577;1;36917;NA;3112;21.6111111111111;0;0
"Acer negundo";"Montenegro";"Vascular plants";NA;1;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";5319;2;36917;NA;3112;21.6111111111111;0;0
"Acer negundo";"Netherlands";"Vascular plants";NA;1257;1991;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4472543;30;36917;NA;3112;21.6111111111111;30;648.333333333333
"Acer negundo";"Norway";"Vascular plants";NA;1;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1755502;76;36917;NA;3112;21.6111111111111;0;0
"Acer negundo";"Poland";"Vascular plants";NA;781;2008;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";147169;17;36917;NA;3112;21.6111111111111;27;583.5
"Acer negundo";"Portugal";"Vascular plants";NA;53;2010;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";107614;83;36917;NA;3112;21.6111111111111;51;1102.16666666667
"Acer negundo";"Republic of Moldova";"Vascular plants";NA;45;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;36917;FALSE;3112;21.6111111111111;NA;NA
"Acer negundo";"Romania";"Vascular plants";NA;24;2017;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";31057;3;36917;NA;3112;21.6111111111111;28;605.111111111111
"Acer negundo";"San Marino";"Vascular plants";NA;1;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;36917;FALSE;3112;21.6111111111111;0;0
"Acer negundo";"Sea or Ocean";"Vascular plants";NA;5914;1995;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;36917;FALSE;3112;21.6111111111111;NA;NA
"Acer negundo";"Serbia";"Vascular plants";NA;22;2009;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";14179;54;36917;NA;3112;21.6111111111111;56;1210.22222222222
"Acer negundo";"Slovakia";"Vascular plants";NA;307;2017;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";84761;19;36917;NA;3112;21.6111111111111;55;1188.61111111111
"Acer negundo";"Slovenia";"Vascular plants";NA;53;2017;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";38312;45;36917;NA;3112;21.6111111111111;0;0
"Acer negundo";"Spain";"Vascular plants";NA;3116;2004;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";713438;120;36917;NA;3112;21.6111111111111;53;1145.38888888889
"Acer negundo";"Sweden";"Vascular plants";NA;393;1991;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";7997425;26;36917;NA;3112;21.6111111111111;0;0
"Acer negundo";"Switzerland";"Vascular plants";NA;12;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";453426;13;36917;NA;3112;21.6111111111111;0;0
"Acer negundo";"The former Yugoslav Republic of Macedonia";"Vascular plants";NA;2;2014;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;36917;FALSE;3112;21.6111111111111;NA;NA
"Acer negundo";"Ukraine";"Vascular plants";NA;2224;2009;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";146355;7;36917;NA;3112;21.6111111111111;0;0
"Acer negundo";"United Kingdom";"Vascular plants";NA;65;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";1984;"R00116";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";729813;102;36917;NA;3112;21.6111111111111;14;302.555555555555
"Acer palmatum";"Austria";"Vascular plants";NA;2;2017;"Tracheophyta";"Magnoliopsida";NA;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";405467;44;224;NA;4936;34.2777777777778;42;1439.66666666667
"Acer palmatum";"Belgium";"Vascular plants";2013;30;2014;"Tracheophyta";"Magnoliopsida";1;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;480;224;TRUE;4936;34.2777777777778;100;3427.77777777778
"Acer palmatum";"Czech Republic";"Vascular plants";NA;7;2021;"Tracheophyta";"Magnoliopsida";NA;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";391053;28;224;NA;4936;34.2777777777778;53;1816.72222222222
"Acer palmatum";"Denmark";"Vascular plants";NA;11;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";63407;18;224;NA;4936;34.2777777777778;26;891.222222222223
"Acer palmatum";"France";"Vascular plants";NA;8;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";3156527;142;224;NA;4936;34.2777777777778;65;2228.05555555556
"Acer palmatum";"Germany";"Vascular plants";NA;61;2012;"Tracheophyta";"Magnoliopsida";NA;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2829627;51;224;NA;4936;34.2777777777778;38;1302.55555555556
"Acer palmatum";"Ireland";"Vascular plants";NA;2;2014;"Tracheophyta";"Magnoliopsida";NA;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";26889;13;224;NA;4936;34.2777777777778;36;1234
"Acer palmatum";"Italy";"Vascular plants";NA;2;2021;"Tracheophyta";"Magnoliopsida";NA;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";967299;162;224;NA;4936;34.2777777777778;14;479.888888888889
"Acer palmatum";"Jersey";"Vascular plants";NA;2;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;224;FALSE;4936;34.2777777777778;0;0
"Acer palmatum";"Luxembourg";"Vascular plants";NA;1;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";37577;1;224;NA;4936;34.2777777777778;93;3187.83333333334
"Acer palmatum";"Netherlands";"Vascular plants";NA;13;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4472543;30;224;NA;4936;34.2777777777778;56;1919.55555555556
"Acer palmatum";"Norway";"Vascular plants";2015;3;2020;"Tracheophyta";"Magnoliopsida";5;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1755502;76;224;TRUE;4936;34.2777777777778;23;788.388888888889
"Acer palmatum";"Poland";"Vascular plants";NA;1;2017;"Tracheophyta";"Magnoliopsida";NA;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";147169;17;224;NA;4936;34.2777777777778;12;411.333333333334
"Acer palmatum";"Portugal";"Vascular plants";NA;3;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";107614;83;224;NA;4936;34.2777777777778;27;925.500000000001
"Acer palmatum";"Sea or Ocean";"Vascular plants";NA;5;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;224;FALSE;4936;34.2777777777778;NA;NA
"Acer palmatum";"Serbia";"Vascular plants";NA;1;2021;"Tracheophyta";"Magnoliopsida";NA;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";14179;54;224;FALSE;4936;34.2777777777778;27;925.500000000001
"Acer palmatum";"Slovakia";"Vascular plants";NA;2;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";84761;19;224;NA;4936;34.2777777777778;64;2193.77777777778
"Acer palmatum";"Slovenia";"Vascular plants";NA;3;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";38312;45;224;NA;4936;34.2777777777778;61;2090.94444444445
"Acer palmatum";"Spain";"Vascular plants";NA;3;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";713438;120;224;NA;4936;34.2777777777778;28;959.777777777778
"Acer palmatum";"Sweden";"Vascular plants";NA;12;2000;"Tracheophyta";"Magnoliopsida";NA;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";7997425;26;224;NA;4936;34.2777777777778;24;822.666666666667
"Acer palmatum";"Switzerland";"Vascular plants";NA;3;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";453426;13;224;NA;4936;34.2777777777778;64;2193.77777777778
"Acer palmatum";"United Kingdom";"Vascular plants";NA;49;2011;"Tracheophyta";"Magnoliopsida";NA;"NO";545;"R00118";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";729813;102;224;NA;4936;34.2777777777778;52;1782.44444444445
"Acer pseudosieboldianum";"Belgium";"Vascular plants";NA;1;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";33;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;480;NA;FALSE;NA;NA;NA;NA
"Acer pseudosieboldianum";"Norway";"Vascular plants";2017;NA;NA;"Tracheophyta";"Magnoliopsida";NA;"NO";33;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1755502;76;NA;FALSE;NA;NA;NA;NA
"Acer saccharinum";"Austria";"Vascular plants";NA;371;2016;"Tracheophyta";"Magnoliopsida";NA;"NO";1256;"R00122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";405467;44;5409;NA;1077;7.47916666666667;0;0
"Acer saccharinum";"Belarus";"Vascular plants";NA;13;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";1256;"R00122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;5409;FALSE;1077;7.47916666666667;0;0
"Acer saccharinum";"Belgium";"Vascular plants";2012;890;2006;"Tracheophyta";"Magnoliopsida";-6;"NO";1256;"R00122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;480;5409;TRUE;1077;7.47916666666667;0;0
"Acer saccharinum";"Bulgaria";"Vascular plants";NA;1;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";1256;"R00122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";14218;8;5409;FALSE;1077;7.47916666666667;0;0
"Acer saccharinum";"Czech Republic";"Vascular plants";NA;461;2017;"Tracheophyta";"Magnoliopsida";NA;"NO";1256;"R00122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";391053;28;5409;NA;1077;7.47916666666667;0;0
"Acer saccharinum";"Denmark";"Vascular plants";NA;11;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";1256;"R00122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";63407;18;5409;NA;1077;7.47916666666667;0;0
"Acer saccharinum";"Finland";"Vascular plants";NA;1;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";1256;"R00122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";81315;2;5409;NA;1077;7.47916666666667;0;0
"Acer saccharinum";"France";"Vascular plants";NA;121;2013;"Tracheophyta";"Magnoliopsida";NA;"NO";1256;"R00122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";3156527;142;5409;NA;1077;7.47916666666667;61;456.229166666667
"Acer saccharinum";"Germany";"Vascular plants";NA;2740;1997;"Tracheophyta";"Magnoliopsida";NA;"NO";1256;"R00122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2829627;51;5409;NA;1077;7.47916666666667;30;224.375
"Acer saccharinum";"Hungary";"Vascular plants";NA;5;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";1256;"R00122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";36958;18;5409;NA;1077;7.47916666666667;0;0
"Acer saccharinum";"Italy";"Vascular plants";NA;17;2015;"Tracheophyta";"Magnoliopsida";NA;"NO";1256;"R00122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";967299;162;5409;NA;1077;7.47916666666667;34;254.291666666667
"Acer saccharinum";"Luxembourg";"Vascular plants";NA;32;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";1256;"R00122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";37577;1;5409;NA;1077;7.47916666666667;0;0
"Acer saccharinum";"Netherlands";"Vascular plants";NA;172;2002;"Tracheophyta";"Magnoliopsida";NA;"NO";1256;"R00122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4472543;30;5409;NA;1077;7.47916666666667;64;478.666666666667
"Acer saccharinum";"Poland";"Vascular plants";NA;32;2017;"Tracheophyta";"Magnoliopsida";NA;"NO";1256;"R00122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";147169;17;5409;NA;1077;7.47916666666667;0;0
"Acer saccharinum";"Portugal";"Vascular plants";NA;1;2021;"Tracheophyta";"Magnoliopsida";NA;"NO";1256;"R00122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";107614;83;5409;NA;1077;7.47916666666667;0;0
"Acer saccharinum";"Sea or Ocean";"Vascular plants";NA;129;2002;"Tracheophyta";"Magnoliopsida";NA;"NO";1256;"R00122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;5409;FALSE;1077;7.47916666666667;NA;NA
"Acer saccharinum";"Slovakia";"Vascular plants";NA;118;2017;"Tracheophyta";"Magnoliopsida";NA;"NO";1256;"R00122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";84761;19;5409;NA;1077;7.47916666666667;0;0
"Acer saccharinum";"Spain";"Vascular plants";NA;11;2017;"Tracheophyta";"Magnoliopsida";NA;"NO";1256;"R00122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";713438;120;5409;NA;1077;7.47916666666667;39;291.6875
"Acer saccharinum";"Sweden";"Vascular plants";NA;32;1992;"Tracheophyta";"Magnoliopsida";NA;"NO";1256;"R00122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";7997425;26;5409;NA;1077;7.47916666666667;0;0
"Acer saccharinum";"Switzerland";"Vascular plants";NA;9;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";1256;"R00122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";453426;13;5409;NA;1077;7.47916666666667;0;0
