"SeebName";"species";"phylum";"class";"kingdom";"LifeForm"
"Elaeagnus pungens";"Elaeagnus pungens";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Eleocharis austriaca";"Eleocharis mamillata";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Eleocharis engelmannii";"Eleocharis engelmannii";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Ellisiophyllum pinnatum";"Ellisiophyllum pinnatum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Epilobium brachycarpum";"Epilobium brachycarpum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Epimedium pinnatum";"Epimedium pinnatum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hymenoscyphus fraxineus";"Hymenoscyphus fraxineus";"Ascomycota";"Leotiomycetes";"Fungi";"Fungi"
"Haliaeetus leucocephalus";"Haliaeetus leucocephalus";"Chordata";"Aves";"Animalia";"Birds"
"Spizaetus melanoleucus";"Spizaetus melanoleucus";"Chordata";"Aves";"Animalia";"Birds"
"Anas erythrorhyncha";"Anas erythrorhyncha";"Chordata";"Aves";"Animalia";"Birds"
"Anas luzonica";"Anas luzonica";"Chordata";"Aves";"Animalia";"Birds"
"Anas puna";"Spatula puna";"Chordata";"Aves";"Animalia";"Birds"
"Anas superciliosa";"Anas superciliosa";"Chordata";"Aves";"Animalia";"Birds"
"Anas laysanensis";"Anas laysanensis";"Chordata";"Aves";"Animalia";"Birds"
"Anas gibberifrons";"Anas gibberifrons";"Chordata";"Aves";"Animalia";"Birds"
"Malacorhynchus membranaceus";"Malacorhynchus membranaceus";"Chordata";"Aves";"Animalia";"Birds"
"Lophodytes cucullatus";"Lophodytes cucullatus";"Chordata";"Aves";"Animalia";"Birds"
"Nettapus coromandelianus";"Nettapus coromandelianus";"Chordata";"Aves";"Animalia";"Birds"
"Oxyura vittata";"Oxyura vittata";"Chordata";"Aves";"Animalia";"Birds"
"Bucorvus leadbeateri";"Bucorvus leadbeateri";"Chordata";"Aves";"Animalia";"Birds"
"Himantopus mexicanus";"Himantopus mexicanus";"Chordata";"Aves";"Animalia";"Birds"
"Colinus virginianus";"Colinus virginianus";"Chordata";"Aves";"Animalia";"Birds"
"Alectoris chukar";"Alectoris chukar";"Chordata";"Aves";"Animalia";"Birds"
"Lophura leucomelanos";"Lophura leucomelanos";"Chordata";"Aves";"Animalia";"Birds"
"Anthropoides paradiseus";"Anthropoides paradiseus";"Chordata";"Aves";"Animalia";"Birds"
"Grus vipio";"Grus vipio";"Chordata";"Aves";"Animalia";"Birds"
"Crinifer zonurus";"Crinifer zonurus";"Chordata";"Aves";"Animalia";"Birds"
"Cyanopica cooki";"Cyanopica cooki";"Chordata";"Aves";"Animalia";"Birds"
"Urocissa erythroryncha";"Urocissa erythroryncha";"Chordata";"Aves";"Animalia";"Birds"
"Quiscalus quiscula";"Quiscalus quiscula";"Chordata";"Aves";"Animalia";"Birds"
"Zonotrichia capensis";"Zonotrichia capensis";"Chordata";"Aves";"Animalia";"Birds"
"Lonchura punctulata";"Lonchura punctulata";"Chordata";"Aves";"Animalia";"Birds"
"Euodice malabarica";"Euodice malabarica";"Chordata";"Aves";"Animalia";"Birds"
"Oriolus auratus";"Oriolus auratus";"Chordata";"Aves";"Animalia";"Birds"
"Euplectes macroura";"Euplectes macroura";"Chordata";"Aves";"Animalia";"Birds"
"Pycnonotus barbatus";"Pycnonotus barbatus";"Chordata";"Aves";"Animalia";"Birds"
"Pycnonotus leucotis";"Pycnonotus leucotis";"Chordata";"Aves";"Animalia";"Birds"
"Lamprotornis nitens";"Lamprotornis nitens";"Chordata";"Aves";"Animalia";"Birds"
"Lamprotornis splendidus";"Lamprotornis splendidus";"Chordata";"Aves";"Animalia";"Birds"
"Pelecanus conspicillatus";"Pelecanus conspicillatus";"Chordata";"Aves";"Animalia";"Birds"
"Eudocimus ruber";"Eudocimus ruber";"Chordata";"Aves";"Animalia";"Birds"
"Agapornis personatus";"Agapornis personatus";"Chordata";"Aves";"Animalia";"Birds"
"Cacatua roseicapilla";"Eolophus roseicapilla";"Chordata";"Aves";"Animalia";"Birds"
"Cyanoramphus novaezelandiae";"Cyanoramphus novaezelandiae";"Chordata";"Aves";"Animalia";"Birds"
"Nandayus nenday";"Nandayus nenday";"Chordata";"Aves";"Animalia";"Birds"
"Platycercus icterotis";"Platycercus icterotis";"Chordata";"Aves";"Animalia";"Birds"
"Platycercus adscitus";"Platycercus adscitus";"Chordata";"Aves";"Animalia";"Birds"
"Psittacula alexandri";"Psittacula alexandri";"Chordata";"Aves";"Animalia";"Birds"
"Psittacula derbiana";"Psittacula derbiana";"Chordata";"Aves";"Animalia";"Birds"
"Trichoglossus haematodus";"Trichoglossus haematodus";"Chordata";"Aves";"Animalia";"Birds"
"Polytelis swainsonii";"Polytelis swainsonii";"Chordata";"Aves";"Animalia";"Birds"
"Polytelis anthopeplus";"Polytelis anthopeplus";"Chordata";"Aves";"Animalia";"Birds"
"Eclectus roratus";"Eclectus roratus";"Chordata";"Aves";"Animalia";"Birds"
"Pyrrhura perlata";"Pyrrhura perlata";"Chordata";"Aves";"Animalia";"Birds"
"Equisetum scirpoides";"Equisetum scirpoides";"Tracheophyta";"Polypodiopsida";"Plantae";"Vascular plants"
"Eragrostis albensis";"Eragrostis pilosa";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Eriochloa villosa";"Eriochloa villosa";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Erodium trifolium";"Erodium trifolium";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Eryngium bourgatii";"Eryngium bourgatii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Erythranthe guttata";"Erythranthe guttata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Erythranthe moschata";"Erythranthe moschata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Erythranthe cuprea (incl. hybrids)";"Erythranthe cuprea";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Erythranthe lutea (incl. hybrids)";"Erythranthe lutea";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Euonymus alatus";"Euonymus alatus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Euonymus hederaceus";"Euonymus fortunei";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Euonymus japonicus";"Euonymus japonicus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Euphorbia pseudoesula";"Euphorbia pseudoesula";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Fumaria bastardii";"Fumaria bastardii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Galanthus plicatus";"Galanthus plicatus";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Galanthus warei";"Galanthus nivalis";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Geranium psilostemon";"Geranium psilostemon";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Ginkgo biloba";"Ginkgo biloba";"Tracheophyta";"Ginkgoopsida";"Plantae";"Vascular plants"
"Gladiolus italicus";"Gladiolus italicus";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Glandularia hybrida";"Verbena hybrida";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Glaucium grandiflorum";"Glaucium grandiflorum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Glyceria striata subsp. diffomis";"Glyceria striata";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Gomphocarpus fruticosus";"Gomphocarpus fruticosus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Guizotia scabra subsp. schimperi";"Guizotia scabra";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Gutenbergia rueppellii";"Gutenbergia rueppellii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Halimium alyssoides";"Halimium alyssoides";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hedera hibernica";"Hedera hibernica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hedera maroccana";"Hedera maroccana";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Helianthus decapetalus";"Helianthus decapetalus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Helleborus lividus";"Helleborus lividus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Heracleum sibiricum";"Heracleum sphondylium";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Himantoglossum robertianum";"Himantoglossum robertianum";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Hippophae rhamnoides subsp. caucasica";"Hippophae rhamnoides";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hornungia alpina";"Hornungia alpina";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Houttuynia cordata";"Houttuynia cordata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hyacinthus orientalis";"Hyacinthus orientalis";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Hydrangea macrophylla";"Hydrangea macrophylla";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hypericum inodorum";"Hypericum inodorum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hypericum olympicum";"Hypericum olympicum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hypericum x hidcoteense";"Hypericum hidcoteense";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hypericum x moserianum";"Hypericum moserianum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Ilex altaclerensis";"Ilex altaclerensis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Ilex crenata";"Ilex crenata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Ilex x meserveae";"Ilex meserveae";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Iris x hollandica";"Iris hollandica";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Juglans cinerea";"Juglans cinerea";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Juncus xiphioides";"Juncus xiphioides";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Kalanchoe blossfeldiana";"Kalanchoe blossfeldiana";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Knautia macedonica";"Knautia macedonica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Kniphofia x praecox";"Kniphofia praecox";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Koeleria glauca";"Koeleria glauca";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Kolkwitzia amabilis";"Kolkwitzia amabilis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lamium garganicum";"Lamium garganicum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lamium orvala";"Lamium orvala";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lamprocapnos spectabilis";"Lamprocapnos spectabilis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lathyrus heterophyllus";"Lathyrus heterophyllus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Laurus nobilis";"Laurus nobilis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Leycesteria formosa";"Leycesteria formosa";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Liatris spicata";"Liatris spicata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Ligularia dentata";"Ligularia dentata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Ligustrum x vicaryi";"Ligustrum vicaryi";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lilium x hollandicum";"Lilium hollandicum";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Limnobium laevigatum";"Hydrocharis laevigata";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Lippia canescens";"Phyla nodiflora";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lomelosia stellata";"Lomelosia stellata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Loncomelos narbonense";"Ornithogalum narbonense";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Lonicera chrysantha";"Lonicera chrysantha";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lonicera involucrata";"Lonicera involucrata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lonicera maackii";"Lonicera maackii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lonicera morrowii";"Lonicera morrowii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lotus corniculatus";"Lotus corniculatus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Luzula nivea";"Luzula nivea";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Lysimachia fortunei";"Lysimachia fortunei";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Maianthemum dilatatum";"Maianthemum dilatatum";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Maianthemum stellatum";"Maianthemum stellatum";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Malus x purpurea";"Malus purpurea";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Manihot grahamii";"Manihot grahamii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Matricaria aurea";"Matricaria aurea";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Matthiola incana";"Matthiola incana";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Mazus pumilus";"Mazus pumilus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Mazus reptans";"Mazus miquelii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Medicago monspeliaca";"Medicago monspeliaca";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Melampyrum nemorosum";"Melampyrum nemorosum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Melilotus elegans";"Melilotus elegans";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Melilotus infestus";"Melilotus infestus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Mentha cervina";"Mentha cervina";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Mentha requienii";"Mentha requienii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Mentzelia albicaulis";"Mentzelia albicaulis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Mimulus luteus";"Erythranthe lutea";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Moricandia arvensis";"Moricandia arvensis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Muehlenbeckia complexa";"Muehlenbeckia complexa";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Muscari armeniacum";"Muscari armeniacum";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Muscari azureum";"Muscari azureum";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Muscari latifolium";"Muscari latifolium";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Myosotis alpestris";"Myosotis alpestris";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Narcissus pseudonarcissus";"Narcissus pseudonarcissus";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Narcissus tazetta";"Narcissus tazetta";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Narcissus x incomparabilis";"Narcissus incomparabilis";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Narcissus obvallaris";"Narcissus hispanicus";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Narcissus x cyclazetta";"Narcissus cyclazetta";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Neillia incisa";"Neillia incisa";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Neillia tanakae";"Neillia tanakae";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Nemophila maculata";"Nemophila maculata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Nicotiana glauca";"Nicotiana glauca";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Oenothera canovirens";"Oenothera villosa";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Oenothera casimiri";"Oenothera casimiri";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Oenothera depressa";"Oenothera villosa";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Oenothera glazioviana var. azorica";"Oenothera glazioviana";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Oenothera lindheimeri";"Oenothera lindheimeri";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Oenothera moravica";"Oenothera moravica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Oenothera rubricalyx";"Oenothera glazioviana";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Oenothera rubricaulis";"Oenothera rubricaulis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Oenothera suaveolens";"Oenothera suaveolens";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Onopordum tauricum";"Onopordum tauricum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Oxalis tetraphylla";"Oxalis tetraphylla";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Oxalis dillenii";"Oxalis dillenii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Oxalis triangularis";"Oxalis triangularis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Paeonia lactiflora";"Paeonia lactiflora";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Papaver nudicaule";"Papaver nudicaule";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Parentucellia latifolia";"Parentucellia latifolia";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Paronychia argentea";"Paronychia argentea";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Paspalum notatum var. saurae";"Paspalum saurae";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Pelargonium candicans";"Pelargonium candicans";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Persea americana";"Persea americana";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Persicaria nepalensis";"Persicaria nepalensis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Phacelia campanularia";"Phacelia campanularia";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Phoenix dactylifera";"Phoenix dactylifera";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Pholiurus pannonicus";"Pholiurus pannonicus";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Phyla nodiflora var. minor";"Phyla nodiflora";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Phyllostachys viridiglaucescens";"Phyllostachys viridiglaucescens";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Physostegia virginiana";"Physostegia virginiana";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Picea abies";"Picea abies";"Tracheophyta";"Pinopsida";"Plantae";"Vascular plants"
"Picea omorika";"Picea omorika";"Tracheophyta";"Pinopsida";"Plantae";"Vascular plants"
"Picea sitchensis";"Picea sitchensis";"Tracheophyta";"Pinopsida";"Plantae";"Vascular plants"
"Pilosella prussica";"Pilosella prussica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Pilosella x stoloniflora";"Pilosella stoloniflora";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Pinus sylvestris";"Pinus sylvestris";"Tracheophyta";"Pinopsida";"Plantae";"Vascular plants"
"Pinus wallichiana";"Pinus wallichiana";"Tracheophyta";"Pinopsida";"Plantae";"Vascular plants"
"Plantago sempervirens";"Plantago sempervirens";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Platycodon grandiflorus";"Platycodon grandiflorus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Pleioblastus pumilus";"Pleioblastus argenteostriatus";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Poa infirma";"Poa infirma";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Polygonatum x hybridum";"Polygonatum hybridum";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Polystichum acrostichoides";"Polystichum acrostichoides";"Tracheophyta";"Polypodiopsida";"Plantae";"Vascular plants"
"Polystichum munitum";"Polystichum munitum";"Tracheophyta";"Polypodiopsida";"Plantae";"Vascular plants"
"Polystichum polyblepharum";"Polystichum luctuosum";"Tracheophyta";"Polypodiopsida";"Plantae";"Vascular plants"
"Populus x berolinensis";"Populus berolinensis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Populus x jackii Gileadensis";"Populus jackii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Potentilla nepalensis";"Potentilla nepalensis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Potentilla recta subsp. obscura";"Potentilla recta";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Potentilla supina subsp. costata";"Potentilla supina";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Primula denticulata";"Primula denticulata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
