country;species;LifeForm;count;firstRec
Luxembourg;Cygnus olor;Birds;519;1996
Montenegro;Cygnus olor;Birds;9;2012
Netherlands;Cygnus olor;Birds;43321;1990
Norway;Cygnus olor;Birds;158640;1990
Poland;Cygnus olor;Birds;6563;1990
Portugal;Cygnus olor;Birds;308;2004
Republic of Moldova;Cygnus olor;Birds;401;2004
Romania;Cygnus olor;Birds;1228;1993
Serbia;Cygnus olor;Birds;4875;1996
Slovakia;Cygnus olor;Birds;867;1991
Slovenia;Cygnus olor;Birds;1534;1990
Spain;Cygnus olor;Birds;7902;1990
Sweden;Cygnus olor;Birds;347608;1990
Switzerland;Cygnus olor;Birds;9776;1990
The former Yugoslav Republic of Macedonia;Cygnus olor;Birds;110;1997
Ukraine;Cygnus olor;Birds;2272;1990
United Kingdom;Cygnus olor;Birds;135020;1990
Sea or Ocean;Cygnus olor;Birds;509415;1990
Belgium;Eclectus roratus;Birds;5;2014
Germany;Eclectus roratus;Birds;1;2011
Belgium;Eolophus roseicapilla;Birds;3;2016
Czech Republic;Eolophus roseicapilla;Birds;2;2020
Germany;Eolophus roseicapilla;Birds;1;2009
Netherlands;Eolophus roseicapilla;Birds;1;2009
United Kingdom;Eolophus roseicapilla;Birds;1;2021
Sea or Ocean;Eolophus roseicapilla;Birds;1;2016
Belgium;Eudocimus ruber;Birds;332;2015
France;Eudocimus ruber;Birds;21;2021
Italy;Eudocimus ruber;Birds;1;2021
Netherlands;Eudocimus ruber;Birds;10;2007
Portugal;Eudocimus ruber;Birds;9;2020
Sea or Ocean;Eudocimus ruber;Birds;17;2018
France;Euodice malabarica;Birds;324;1996
Sea or Ocean;Euodice malabarica;Birds;20;2010
Denmark;Grus canadensis;Birds;601;2013
Finland;Grus canadensis;Birds;2;2011
Germany;Grus canadensis;Birds;10;2011
Norway;Grus canadensis;Birds;35;2021
Spain;Grus canadensis;Birds;11;2011
Sweden;Grus canadensis;Birds;730;2014
United Kingdom;Grus canadensis;Birds;10;1991
Sea or Ocean;Grus canadensis;Birds;165;1991
Belgium;Grus vipio;Birds;1;2011
Germany;Grus vipio;Birds;1;2006
Belgium;Haemorhous mexicanus;Birds;32;2012
France;Haemorhous mexicanus;Birds;1;2021
Germany;Haemorhous mexicanus;Birds;101;2011
Greece;Haemorhous mexicanus;Birds;736;2010
Netherlands;Haemorhous mexicanus;Birds;8;2006
Spain;Haemorhous mexicanus;Birds;420;2016
Sea or Ocean;Haemorhous mexicanus;Birds;12;2010
Aaland Islands;Haliaeetus albicilla;Birds;40;1995
Albania;Haliaeetus albicilla;Birds;1;2017
Austria;Haliaeetus albicilla;Birds;687;1992
Belarus;Haliaeetus albicilla;Birds;373;1995
Belgium;Haliaeetus albicilla;Birds;54;1998
Bosnia and Herzegovina;Haliaeetus albicilla;Birds;5;2015
Bulgaria;Haliaeetus albicilla;Birds;294;1990
Croatia;Haliaeetus albicilla;Birds;490;2003
Czech Republic;Haliaeetus albicilla;Birds;2874;1991
Denmark;Haliaeetus albicilla;Birds;142693;1990
Estonia;Haliaeetus albicilla;Birds;521;1993
Finland;Haliaeetus albicilla;Birds;3152;1990
France;Haliaeetus albicilla;Birds;366;1990
Germany;Haliaeetus albicilla;Birds;14755;1990
Greece;Haliaeetus albicilla;Birds;312;1991
Hungary;Haliaeetus albicilla;Birds;1823;1990
Iceland;Haliaeetus albicilla;Birds;361;1995
Ireland;Haliaeetus albicilla;Birds;82;2008
Isle of Man;Haliaeetus albicilla;Birds;1;2019
Italy;Haliaeetus albicilla;Birds;5;2006
Latvia;Haliaeetus albicilla;Birds;170;1993
Lithuania;Haliaeetus albicilla;Birds;1187;2003
Luxembourg;Haliaeetus albicilla;Birds;1;2006
Montenegro;Haliaeetus albicilla;Birds;2;2017
Netherlands;Haliaeetus albicilla;Birds;5015;1990
Norway;Haliaeetus albicilla;Birds;46698;1990
Poland;Haliaeetus albicilla;Birds;2766;1990
Republic of Moldova;Haliaeetus albicilla;Birds;62;2016
Romania;Haliaeetus albicilla;Birds;569;1994
Serbia;Haliaeetus albicilla;Birds;1968;1994
Slovakia;Haliaeetus albicilla;Birds;254;2004
Slovenia;Haliaeetus albicilla;Birds;73;1993
Spain;Haliaeetus albicilla;Birds;47;1995
Sweden;Haliaeetus albicilla;Birds;392596;1990
Switzerland;Haliaeetus albicilla;Birds;9;1998
Ukraine;Haliaeetus albicilla;Birds;693;1990
United Kingdom;Haliaeetus albicilla;Birds;502;1990
Sea or Ocean;Haliaeetus albicilla;Birds;384125;1990
Austria;Haliaeetus leucocephalus;Birds;1;2019
Belgium;Haliaeetus leucocephalus;Birds;8;2015
Germany;Haliaeetus leucocephalus;Birds;7;2011
Sweden;Haliaeetus leucocephalus;Birds;3;2014
Sea or Ocean;Haliaeetus leucocephalus;Birds;1;2013
Belgium;Himantopus mexicanus;Birds;854;1991
Netherlands;Himantopus mexicanus;Birds;7;2007
Sea or Ocean;Himantopus mexicanus;Birds;5;2015
Belgium;Lamprotornis splendidus;Birds;1;2018
Belgium;Lonchura oryzivora;Birds;6;2014
France;Lonchura oryzivora;Birds;1;2019
Netherlands;Lonchura oryzivora;Birds;2;2009
Spain;Lonchura oryzivora;Birds;2;2020
Belgium;Lonchura punctulata;Birds;4;2016
Portugal;Lonchura punctulata;Birds;813;1999
Spain;Lonchura punctulata;Birds;5;1997
Sea or Ocean;Lonchura punctulata;Birds;80;2013
Austria;Lophodytes cucullatus;Birds;7;2007
Belgium;Lophodytes cucullatus;Birds;377;1990
Denmark;Lophodytes cucullatus;Birds;324;1991
Finland;Lophodytes cucullatus;Birds;1;2004
France;Lophodytes cucullatus;Birds;10;2009
Germany;Lophodytes cucullatus;Birds;100;1992
Hungary;Lophodytes cucullatus;Birds;2;2008
Iceland;Lophodytes cucullatus;Birds;41;1994
Ireland;Lophodytes cucullatus;Birds;1;2020
Italy;Lophodytes cucullatus;Birds;4;2012
Netherlands;Lophodytes cucullatus;Birds;243;1992
Norway;Lophodytes cucullatus;Birds;93;1991
Poland;Lophodytes cucullatus;Birds;1;2003
Portugal;Lophodytes cucullatus;Birds;1;2010
Spain;Lophodytes cucullatus;Birds;2;2021
Sweden;Lophodytes cucullatus;Birds;545;1991
United Kingdom;Lophodytes cucullatus;Birds;70;1994
Sea or Ocean;Lophodytes cucullatus;Birds;663;1990
Belgium;Lophura leucomelanos;Birds;3;2014
Austria;Melopsittacus undulatus;Birds;1;2021
Belarus;Melopsittacus undulatus;Birds;2;2020
Belgium;Melopsittacus undulatus;Birds;172;2001
Czech Republic;Melopsittacus undulatus;Birds;4;2018
Denmark;Melopsittacus undulatus;Birds;85;1993
France;Melopsittacus undulatus;Birds;18;2011
Germany;Melopsittacus undulatus;Birds;86;1992
Greece;Melopsittacus undulatus;Birds;17;2011
Italy;Melopsittacus undulatus;Birds;11;2017
Netherlands;Melopsittacus undulatus;Birds;21;2006
Portugal;Melopsittacus undulatus;Birds;8;2016
Spain;Melopsittacus undulatus;Birds;14;2003
Sea or Ocean;Melopsittacus undulatus;Birds;170;1990
Spain;Musophaga violacea;Birds;2;2021
Belgium;Myiopsitta monachus;Birds;677;1990
Czech Republic;Myiopsitta monachus;Birds;1;2017
Denmark;Myiopsitta monachus;Birds;5;2014
France;Myiopsitta monachus;Birds;3;2019
Germany;Myiopsitta monachus;Birds;1;2011
Greece;Myiopsitta monachus;Birds;663;2006
Italy;Myiopsitta monachus;Birds;1281;2002
Netherlands;Myiopsitta monachus;Birds;112;2005
Portugal;Myiopsitta monachus;Birds;493;1997
Spain;Myiopsitta monachus;Birds;25160;1990
United Kingdom;Myiopsitta monachus;Birds;61;2003
Sea or Ocean;Myiopsitta monachus;Birds;13652;1990
Italy;Nandayus nenday;Birds;1;2020
Sea or Ocean;Nandayus nenday;Birds;62;1990
Belgium;Netta peposaca;Birds;53;2011
France;Netta peposaca;Birds;2;2018
Germany;Netta peposaca;Birds;33;2003
Italy;Netta peposaca;Birds;5;2010
Netherlands;Netta peposaca;Birds;8;2005
Spain;Netta peposaca;Birds;5;2009
United Kingdom;Netta peposaca;Birds;10;2006
Sea or Ocean;Netta peposaca;Birds;1;2019
Belgium;Nettapus coromandelianus;Birds;1;2017
Austria;Numida meleagris;Birds;1;2014
Belgium;Numida meleagris;Birds;33;2004
Bulgaria;Numida meleagris;Birds;2;2020
Croatia;Numida meleagris;Birds;2;2012
Czech Republic;Numida meleagris;Birds;3;2016
Denmark;Numida meleagris;Birds;2;2019
France;Numida meleagris;Birds;4;2019
Germany;Numida meleagris;Birds;17;2009
Greece;Numida meleagris;Birds;1;2019
Hungary;Numida meleagris;Birds;1;2019
Ireland;Numida meleagris;Birds;6;2015
Italy;Numida meleagris;Birds;26;2008
Lithuania;Numida meleagris;Birds;4;2015
Luxembourg;Numida meleagris;Birds;2;2021
Netherlands;Numida meleagris;Birds;26;2007
Portugal;Numida meleagris;Birds;1;2017
Romania;Numida meleagris;Birds;1;2018
Serbia;Numida meleagris;Birds;2;2016
Spain;Numida meleagris;Birds;9;2011
Sweden;Numida meleagris;Birds;2;2020
United Kingdom;Numida meleagris;Birds;95;2011
Sea or Ocean;Numida meleagris;Birds;45;2010
Austria;Nymphicus hollandicus;Birds;3;2015
Belgium;Nymphicus hollandicus;Birds;224;1994
Croatia;Nymphicus hollandicus;Birds;1;2018
Czech Republic;Nymphicus hollandicus;Birds;2;2017
Denmark;Nymphicus hollandicus;Birds;49;1997
France;Nymphicus hollandicus;Birds;18;2008
Germany;Nymphicus hollandicus;Birds;55;2003
Hungary;Nymphicus hollandicus;Birds;1;2020
Italy;Nymphicus hollandicus;Birds;16;2019
Netherlands;Nymphicus hollandicus;Birds;16;2003
Portugal;Nymphicus hollandicus;Birds;5;2016
Spain;Nymphicus hollandicus;Birds;14;2000
Ukraine;Nymphicus hollandicus;Birds;2;2020
United Kingdom;Nymphicus hollandicus;Birds;3;2020
Sea or Ocean;Nymphicus hollandicus;Birds;118;1995
Netherlands;Oriolus auratus;Birds;3;2007
Belgium;Oxyura vittata;Birds;1;2014
Netherlands;Oxyura vittata;Birds;2;2007
Austria;Parabuteo unicinctus;Birds;1;2019
Belgium;Parabuteo unicinctus;Birds;65;2005
France;Parabuteo unicinctus;Birds;1;2021
Germany;Parabuteo unicinctus;Birds;5;2005
Italy;Parabuteo unicinctus;Birds;4;2017
Netherlands;Parabuteo unicinctus;Birds;5;2006
Spain;Parabuteo unicinctus;Birds;42;2008
United Kingdom;Parabuteo unicinctus;Birds;6;2012
Sea or Ocean;Parabuteo unicinctus;Birds;77;2016
Belgium;Pelecanus conspicillatus;Birds;33;2017
Austria;Pelecanus rufescens;Birds;3;2016
Belgium;Pelecanus rufescens;Birds;48;2008
Denmark;Pelecanus rufescens;Birds;1;2011
France;Pelecanus rufescens;Birds;17;1999
Germany;Pelecanus rufescens;Birds;11;2015
Luxembourg;Pelecanus rufescens;Birds;1;2000
Netherlands;Pelecanus rufescens;Birds;5;2001
Poland;Pelecanus rufescens;Birds;2;2014
Spain;Pelecanus rufescens;Birds;19;1990
Sweden;Pelecanus rufescens;Birds;64;1998
Switzerland;Pelecanus rufescens;Birds;1;1992
United Kingdom;Pelecanus rufescens;Birds;1;2008
Sea or Ocean;Pelecanus rufescens;Birds;91;1997
Belgium;Phoenicopterus ruber;Birds;8;1994
Denmark;Phoenicopterus ruber;Birds;2;1993
Germany;Phoenicopterus ruber;Birds;2;2016
Italy;Phoenicopterus ruber;Birds;2;2018
Netherlands;Phoenicopterus ruber;Birds;82;1999
Spain;Phoenicopterus ruber;Birds;1;2004
Sweden;Phoenicopterus ruber;Birds;3;1990
Sea or Ocean;Phoenicopterus ruber;Birds;19;1991
Austria;Platycercus elegans;Birds;1;2016
Belgium;Platycercus elegans;Birds;38;2009
Czech Republic;Platycercus elegans;Birds;1;2019
Denmark;Platycercus elegans;Birds;2;2021
Germany;Platycercus elegans;Birds;4;2013
Italy;Platycercus elegans;Birds;4;2013
Netherlands;Platycercus elegans;Birds;6;1993
Slovakia;Platycercus elegans;Birds;1;2020
Sea or Ocean;Platycercus elegans;Birds;4;2020
Belgium;Platycercus eximius;Birds;37;2009
France;Platycercus eximius;Birds;2;2014
Germany;Platycercus eximius;Birds;15;2000
Italy;Platycercus eximius;Birds;2;2020
Netherlands;Platycercus eximius;Birds;2;1990
Slovakia;Platycercus eximius;Birds;2;2020
Spain;Platycercus eximius;Birds;6;2015
United Kingdom;Platycercus eximius;Birds;2;2020
Sea or Ocean;Platycercus eximius;Birds;7;2019
Belgium;Platycercus icterotis;Birds;2;2015
Germany;Platycercus icterotis;Birds;1;2019
Belgium;Poicephalus senegalus;Birds;9;1999
France;Poicephalus senegalus;Birds;2;2010
Greece;Poicephalus senegalus;Birds;3;2020
Netherlands;Poicephalus senegalus;Birds;18;2003
Spain;Poicephalus senegalus;Birds;21;2003
Sea or Ocean;Poicephalus senegalus;Birds;267;2003
Belgium;Polytelis anthopeplus;Birds;1;2018
Netherlands;Polytelis anthopeplus;Birds;1;2009
Belgium;Polytelis swainsonii;Birds;4;2017
Germany;Polytelis swainsonii;Birds;2;2013
Sea or Ocean;Polytelis swainsonii;Birds;2;2010
Italy;Psittacula alexandri;Birds;2;2020
Belgium;Psittacula cyanocephala;Birds;3;2008
Italy;Psittacula cyanocephala;Birds;1;2017
Netherlands;Psittacula cyanocephala;Birds;3;2005
Spain;Psittacula cyanocephala;Birds;1;1997
Netherlands;Psittacula derbiana;Birds;2;2004
United Kingdom;Psittacula derbiana;Birds;1;2020
Belgium;Psittacula eupatria;Birds;1443;1999
Czech Republic;Psittacula eupatria;Birds;2;2021
Denmark;Psittacula eupatria;Birds;1;2017
France;Psittacula eupatria;Birds;5;2017
Germany;Psittacula eupatria;Birds;414;1993
Greece;Psittacula eupatria;Birds;87;2011
Italy;Psittacula eupatria;Birds;6;2015
Netherlands;Psittacula eupatria;Birds;415;2003
Poland;Psittacula eupatria;Birds;2;2016
Spain;Psittacula eupatria;Birds;2;2018
Switzerland;Psittacula eupatria;Birds;5;2005
United Kingdom;Psittacula eupatria;Birds;2;2020
Sea or Ocean;Psittacula eupatria;Birds;1309;2000
Belgium;Psittacus erithacus;Birds;11;2009
Denmark;Psittacus erithacus;Birds;2;2021
Germany;Psittacus erithacus;Birds;6;2009
Spain;Psittacus erithacus;Birds;2;2020
United Kingdom;Psittacus erithacus;Birds;1;2021
Sea or Ocean;Psittacus erithacus;Birds;1;2020
Germany;Pycnonotus barbatus;Birds;1;2016
Netherlands;Pycnonotus barbatus;Birds;1;2007
Spain;Pycnonotus barbatus;Birds;14;2007
Sea or Ocean;Pycnonotus barbatus;Birds;649;1995
Belgium;Pycnonotus leucotis;Birds;2;2020
Sea or Ocean;Pycnonotus leucotis;Birds;13;2014
Belgium;Quiscalus quiscula;Birds;1;2012
Sea or Ocean;Quiscalus quiscula;Birds;1;2013
Denmark;Rhodospiza obsoleta;Birds;2;2002
Netherlands;Rhodospiza obsoleta;Birds;1;2006
Spain;Rhodospiza obsoleta;Birds;1;2017
Sea or Ocean;Rhodospiza obsoleta;Birds;7;2009
Austria;Serinus canaria;Birds;1;2020
Belgium;Serinus canaria;Birds;55;2004
Czech Republic;Serinus canaria;Birds;2;2018
Denmark;Serinus canaria;Birds;48;1992
France;Serinus canaria;Birds;7;2010
Germany;Serinus canaria;Birds;68;2009
Greece;Serinus canaria;Birds;9;2018
Italy;Serinus canaria;Birds;9;2016
Luxembourg;Serinus canaria;Birds;2;2020
Netherlands;Serinus canaria;Birds;18;2006
Portugal;Serinus canaria;Birds;16;2016
Slovakia;Serinus canaria;Birds;2;2020
Spain;Serinus canaria;Birds;17;2019
Switzerland;Serinus canaria;Birds;2;2017
United Kingdom;Serinus canaria;Birds;6;2020
Sea or Ocean;Serinus canaria;Birds;163;1999
Belgium;Spilopelia chinensis;Birds;1;2020
Netherlands;Spilopelia chinensis;Birds;1;2007
Germany;Spizaetus melanoleucus;Birds;1;2019
Belgium;Taeniopygia guttata;Birds;67;1999
Czech Republic;Taeniopygia guttata;Birds;1;2021
France;Taeniopygia guttata;Birds;11;2011
Germany;Taeniopygia guttata;Birds;10;2010
Italy;Taeniopygia guttata;Birds;18;2009
Luxembourg;Taeniopygia guttata;Birds;1;2019
Netherlands;Taeniopygia guttata;Birds;6;2005
Portugal;Taeniopygia guttata;Birds;3;2012
Spain;Taeniopygia guttata;Birds;14;2015
Switzerland;Taeniopygia guttata;Birds;1;2020
United Kingdom;Taeniopygia guttata;Birds;3;2017
Sea or Ocean;Taeniopygia guttata;Birds;13;2005
Albania;Tetrao urogallus;Birds;1;1996
Andorra;Tetrao urogallus;Birds;1;2013
Austria;Tetrao urogallus;Birds;85;1992
Belarus;Tetrao urogallus;Birds;26;1995
Bosnia and Herzegovina;Tetrao urogallus;Birds;3;2007
Bulgaria;Tetrao urogallus;Birds;29;2005
Croatia;Tetrao urogallus;Birds;2;2005
Czech Republic;Tetrao urogallus;Birds;34;1998
Estonia;Tetrao urogallus;Birds;74;2000
Finland;Tetrao urogallus;Birds;872;1991
France;Tetrao urogallus;Birds;56;1991
Germany;Tetrao urogallus;Birds;152;1994
Greece;Tetrao urogallus;Birds;32;2008
Italy;Tetrao urogallus;Birds;80;1998
Latvia;Tetrao urogallus;Birds;25;1998
Lithuania;Tetrao urogallus;Birds;4;2016
Montenegro;Tetrao urogallus;Birds;4;2018
Norway;Tetrao urogallus;Birds;11391;1990
Poland;Tetrao urogallus;Birds;21;1991
Romania;Tetrao urogallus;Birds;19;1999
Serbia;Tetrao urogallus;Birds;1;2017
Slovakia;Tetrao urogallus;Birds;40;2000
Slovenia;Tetrao urogallus;Birds;10;1995
Spain;Tetrao urogallus;Birds;34;1993
Sweden;Tetrao urogallus;Birds;61149;1990
Switzerland;Tetrao urogallus;Birds;14;2009
Ukraine;Tetrao urogallus;Birds;8;2012
United Kingdom;Tetrao urogallus;Birds;8;1996
Sea or Ocean;Tetrao urogallus;Birds;3350;1990
Belgium;Threskiornis aethiopicus;Birds;1094;1990
Czech Republic;Threskiornis aethiopicus;Birds;2;2018
Denmark;Threskiornis aethiopicus;Birds;33;1994
France;Threskiornis aethiopicus;Birds;371;1992
Germany;Threskiornis aethiopicus;Birds;405;1990
Guernsey;Threskiornis aethiopicus;Birds;1;2004
Hungary;Threskiornis aethiopicus;Birds;1;2008
Italy;Threskiornis aethiopicus;Birds;1743;2001
Netherlands;Threskiornis aethiopicus;Birds;187;1999
Poland;Threskiornis aethiopicus;Birds;1;2006
Portugal;Threskiornis aethiopicus;Birds;36;2004
Slovakia;Threskiornis aethiopicus;Birds;1;2010
Spain;Threskiornis aethiopicus;Birds;188;1997
Sweden;Threskiornis aethiopicus;Birds;81;2000
Switzerland;Threskiornis aethiopicus;Birds;28;2005
United Kingdom;Threskiornis aethiopicus;Birds;3;2012
Sea or Ocean;Threskiornis aethiopicus;Birds;1002;1997
Belgium;Trichoglossus haematodus;Birds;2;2015
Germany;Trichoglossus haematodus;Birds;1;2020
Netherlands;Trichoglossus haematodus;Birds;1;2021
Belgium;Urocissa erythroryncha;Birds;1;2018
Belgium;Zonotrichia capensis;Birds;1;2018
Netherlands;Zonotrichia capensis;Birds;8;2006
France;Amathia verticillata;Bryozoa;4;2019
Sea or Ocean;Amathia verticillata;Bryozoa;2;2019
France;Bugula neritina;Bryozoa;4;2021
United Kingdom;Bugula neritina;Bryozoa;25;2006
Sea or Ocean;Bugula neritina;Bryozoa;8;2012
Sea or Ocean;Bugulina fulva;Bryozoa;5;2008
United Kingdom;Bugulina simplex;Bryozoa;3;2006
Belgium;Fenestrulina delicia;Bryozoa;1;2012
Sea or Ocean;Fenestrulina delicia;Bryozoa;1;2009
Belgium;Pectinatella magnifica;Bryozoa;5;2014
Czech Republic;Pectinatella magnifica;Bryozoa;9;2019
Finland;Pectinatella magnifica;Bryozoa;1;2021
France;Pectinatella magnifica;Bryozoa;12;2010
Luxembourg;Pectinatella magnifica;Bryozoa;2;2020
Netherlands;Pectinatella magnifica;Bryozoa;3;2005
Portugal;Pectinatella magnifica;Bryozoa;2;2021
Romania;Pectinatella magnifica;Bryozoa;2;2017
Croatia;Reptadeonella violacea;Bryozoa;1;2017
France;Reptadeonella violacea;Bryozoa;2;2016
Ireland;Reptadeonella violacea;Bryozoa;2;2015
United Kingdom;Reptadeonella violacea;Bryozoa;3;2011
Sea or Ocean;Reptadeonella violacea;Bryozoa;14;2007
Croatia;Schizoporella errata;Bryozoa;1;2019
France;Schizoporella errata;Bryozoa;4;2020
Italy;Schizoporella errata;Bryozoa;1;2019
Spain;Schizoporella errata;Bryozoa;1;2012
Sea or Ocean;Schizoporella errata;Bryozoa;2;2007
Norway;Schizoporella japonica;Bryozoa;5;2019
Sea or Ocean;Schizoporella japonica;Bryozoa;13;2014
United Kingdom;Tricellaria inopinata;Bryozoa;9;2016
Sea or Ocean;Tricellaria inopinata;Bryozoa;24;2011
Spain;Watersipora subatra;Bryozoa;1;2013
United Kingdom;Watersipora subatra;Bryozoa;14;2014
Sea or Ocean;Watersipora subatra;Bryozoa;20;2016
Sea or Ocean;Watersipora subtorquata;Bryozoa;1;2019
Sea or Ocean;Atergatis roseus;Crustaceans;9;2015
Sea or Ocean;Balanus glandula;Crustaceans;2;2017
France;Balanus trigonus;Crustaceans;4;2021
Italy;Balanus trigonus;Crustaceans;1;2015
Portugal;Balanus trigonus;Crustaceans;4;2021
Sea or Ocean;Balanus trigonus;Crustaceans;7;2018
Germany;Bosmina coregoni;Crustaceans;1;2011
Norway;Bosmina coregoni;Crustaceans;7;2016
Sweden;Bosmina coregoni;Crustaceans;3;2000
Sea or Ocean;Bosmina coregoni;Crustaceans;8;1992
Albania;Callinectes sapidus;Crustaceans;28;2017
Belgium;Callinectes sapidus;Crustaceans;2;2014
Croatia;Callinectes sapidus;Crustaceans;4;2018
France;Callinectes sapidus;Crustaceans;2;2021
Greece;Callinectes sapidus;Crustaceans;44;2008
Italy;Callinectes sapidus;Crustaceans;83;2014
Montenegro;Callinectes sapidus;Crustaceans;4;2020
Netherlands;Callinectes sapidus;Crustaceans;3;2015
Portugal;Callinectes sapidus;Crustaceans;43;2010
Spain;Callinectes sapidus;Crustaceans;44;2017
Sea or Ocean;Callinectes sapidus;Crustaceans;343;2007
Iceland;Cancer irroratus;Crustaceans;50;2019
Sea or Ocean;Cancer irroratus;Crustaceans;3;2019
Belgium;Cancer pagurus;Crustaceans;2;2015
Denmark;Cancer pagurus;Crustaceans;41;2005
France;Cancer pagurus;Crustaceans;86;2009
Germany;Cancer pagurus;Crustaceans;73;2011
Guernsey;Cancer pagurus;Crustaceans;2;2012
Ireland;Cancer pagurus;Crustaceans;156;2004
Isle of Man;Cancer pagurus;Crustaceans;26;2005
Netherlands;Cancer pagurus;Crustaceans;168;2006
Norway;Cancer pagurus;Crustaceans;124;1998
Portugal;Cancer pagurus;Crustaceans;6;2017
Spain;Cancer pagurus;Crustaceans;6;2017
Sweden;Cancer pagurus;Crustaceans;82;1995
United Kingdom;Cancer pagurus;Crustaceans;3553;1990
Sea or Ocean;Cancer pagurus;Crustaceans;10560;1991
Netherlands;Caprella mutica;Crustaceans;2;2016
