"species";"LifeForm";"Region";"off_FirstRec"
"Equisetum variegatum";"Vascular plants";"Sweden";2017
"Lactuca plumieri";"Vascular plants";"Sweden";2010
"Polystichum aculeatum";"Vascular plants";"Sweden";2017
"Polystichum braunii";"Vascular plants";"Sweden";2017
"Sasa palmata";"Vascular plants";"Sweden";2010
"Saxifraga rotundifolia";"Vascular plants";"Sweden";2010
"Erysiphe corylacearum";"Fungi";"Switzerland";2019
"Erysiphe quercicola";"Fungi";"Switzerland";2017
"Fabrella tsugae";"Fungi";"Switzerland";2012
"Septoria erigerontis";"Fungi";"Switzerland";2011
"Taphrina farlowii";"Fungi";"Switzerland";2010
"Anoplophora chinensis";"Insects";"Switzerland";2014
"Anoplophora glabripennis";"Insects";"Switzerland";2011
"Drosophila suzukii";"Insects";"Switzerland";2011
"Ophraella communa";"Insects";"Switzerland";2013
"Paysandisia archon";"Insects";"Switzerland";2010
"Popillia japonica";"Insects";"Switzerland";2017
"Stragania apicalis";"Insects";"Switzerland";2012
"Torymus sinensis";"Insects";"Switzerland";2012
"Hymenoscyphus fraxineus";"Fungi";"Netherlands";2010
"Callopistromyia annulipes";"Insects";"Netherlands";2011
"Hermetia illucens";"Insects";"Netherlands";2019
"Agapornis personatus";"Birds";"Turkey";2017
"Agapornis roseicollis";"Birds";"Turkey";2020
"Aix galericulata";"Birds";"Turkey";2018
"Amazona amazonica";"Birds";"Turkey";2017
"Cacatua sulphurea";"Birds";"Turkey";2017
"Eclectus roratus";"Birds";"Turkey";2021
"Melopsittacus undulatus";"Birds";"Turkey";2013
"Myiopsitta monachus";"Birds";"Turkey";2020
"Nymphicus hollandicus";"Birds";"Turkey";2015
"Pelecanus rufescens";"Birds";"Turkey";2021
"Platycercus eximius";"Birds";"Turkey";2012
"Poicephalus senegalus";"Birds";"Turkey";2016
"Polytelis anthopeplus";"Birds";"Turkey";2021
"Psittacula cyanocephala";"Birds";"Turkey";2016
"Psittacula derbiana";"Birds";"Turkey";2020
"Pycnonotus leucotis";"Birds";"Turkey";2015
"Serinus canaria";"Birds";"Turkey";2020
"Taeniopygia guttata";"Birds";"Turkey";2011
"Threskiornis aethiopicus";"Birds";"Turkey";2021
"Lysmata kempi";"Crustaceans";"Turkey";2010
"Pleopis schmackeri";"Crustaceans";"Turkey";2012
"Sicyonia lancifer";"Crustaceans";"Turkey";2015
"Anoplophora chinensis";"Insects";"Turkey";2014
"Drosophila suzukii";"Insects";"Turkey";2014
"Trichopoda pennipes";"Insects";"Turkey";2016
"Paraphyllina ransoni";"Invertebrates (excl. Arthropods, Molluscs)";"Turkey";2011
"Solmundella bitentaculata";"Invertebrates (excl. Arthropods, Molluscs)";"Turkey";2010
"Nyctereutes procyonoides";"Mammals";"Turkey";2021
"Varicopeza pauxilla";"Molluscs";"Turkey";2016
"Erysiphe corylacearum";"Fungi";"Ukraine";2016
"Corythucha arcuata";"Insects";"Ukraine";2017
"Leptoglossus occidentalis";"Insects";"Ukraine";2011
"Phthorimaea absoluta";"Insects";"Ukraine";2012
"Botryocladia wrightii";"Algae";"United Kingdom";2013
"Griffithsia schousboei";"Algae";"United Kingdom";2014
"Cylindroiulus apenninorum";"Arthropods p.p. (Myriapods, Diplopods etc.)";"United Kingdom";2015
"Cylindroiulus dahli";"Arthropods p.p. (Myriapods, Diplopods etc.)";"United Kingdom";2020
"Cylindroiulus sagittarius";"Arthropods p.p. (Myriapods, Diplopods etc.)";"United Kingdom";2017
"Dicranopalpus larvatus";"Arthropods p.p. (Myriapods, Diplopods etc.)";"United Kingdom";2020
"Lepidocyrtus nigrescens";"Arthropods p.p. (Myriapods, Diplopods etc.)";"United Kingdom";2016
"Orthochordeumella pallida";"Arthropods p.p. (Myriapods, Diplopods etc.)";"United Kingdom";2020
"Rhipicephalus sanguineus";"Arthropods p.p. (Myriapods, Diplopods etc.)";"United Kingdom";2012
"Bugulina fulva";"Bryozoa";"United Kingdom";2012
"Fenestrulina delicia";"Bryozoa";"United Kingdom";2018
"Juxtacribrilina mutabilis";"Bryozoa";"United Kingdom";2013
"Crangonyx floridanus";"Crustaceans";"United Kingdom";2018
"Dikerogammarus haemobaphes";"Crustaceans";"United Kingdom";2012
"Dikerogammarus villosus";"Crustaceans";"United Kingdom";2010
"Hemigrapsus sanguineus";"Crustaceans";"United Kingdom";2014
"Hemigrapsus takanoi";"Crustaceans";"United Kingdom";2011
"Hymenoscyphus fraxineus";"Fungi";"United Kingdom";2012
"Neonectria neomacrospora";"Fungi";"United Kingdom";2017
"Sirococcus tsugae";"Fungi";"United Kingdom";2013
"Achyrolimonia neonebulosa";"Insects";"United Kingdom";2019
"Agenioideus apicalis";"Insects";"United Kingdom";2016
"Anoplophora glabripennis";"Insects";"United Kingdom";2012
"Anoterostemma ivanoffi";"Insects";"United Kingdom";2010
"Anthomyia plurinotata";"Insects";"United Kingdom";2013
"Anthonomus spilotus";"Insects";"United Kingdom";2017
"Anthrax anthrax";"Insects";"United Kingdom";2016
"Aphalara itadori";"Insects";"United Kingdom";2010
"Aposthonia ceylonica";"Insects";"United Kingdom";2018
"Aproceros leucopoda";"Insects";"United Kingdom";2017
"Balcanocerus larvatus";"Insects";"United Kingdom";2017
"Blastobasis maroccanella";"Insects";"United Kingdom";2014
"Carcelia iliaca";"Insects";"United Kingdom";2014
"Cerodontha unisetiorbita";"Insects";"United Kingdom";2014
"Chlorophorus varius";"Insects";"United Kingdom";2018
"Coraebus rubi";"Insects";"United Kingdom";2018
"Crocothemis servilia";"Insects";"United Kingdom";2010
"Ctenolepisma lineata";"Insects";"United Kingdom";2018
"Ctenolepisma longicaudatum";"Insects";"United Kingdom";2014
"Culex modestus";"Insects";"United Kingdom";2010
"Cylas formicarius";"Insects";"United Kingdom";2018
"Dicyphus pallicornis";"Insects";"United Kingdom";2010
"Drosophila suzukii";"Insects";"United Kingdom";2012
"Dryocosmus kuriphilus";"Insects";"United Kingdom";2015
"Enigmadiplosis agapanthi";"Insects";"United Kingdom";2014
"Eremocoris fenestratus";"Insects";"United Kingdom";2010
"Fieberiella septentrionalis";"Insects";"United Kingdom";2010
"Halyomorpha halys";"Insects";"United Kingdom";2020
"Hoplitis adunca";"Insects";"United Kingdom";2016
"Ischnura senegalensis";"Insects";"United Kingdom";2010
"Isodontia mexicana";"Insects";"United Kingdom";2016
"Japananus hyalinus";"Insects";"United Kingdom";2014
"Linepithema humile";"Insects";"United Kingdom";2013
"Liriomyza cannabis";"Insects";"United Kingdom";2016
"Neoaliturus haematoceps";"Insects";"United Kingdom";2017
"Oligomerus ptilinoides";"Insects";"United Kingdom";2014
"Onyxacalles gibraltarensis";"Insects";"United Kingdom";2016
"Orientus ishidae";"Insects";"United Kingdom";2011
"Osmia cornuta";"Insects";"United Kingdom";2014
"Pammene juniperana";"Insects";"United Kingdom";2018
"Phthorimaea absoluta";"Insects";"United Kingdom";2010
"Rhopalopyx elongata";"Insects";"United Kingdom";2013
"Rhyssemus germanus";"Insects";"United Kingdom";2011
"Rhyzobius forestieri";"Insects";"United Kingdom";2014
"Sciophila fractinervis";"Insects";"United Kingdom";2010
"Synergus gallaepomiformis";"Insects";"United Kingdom";2018
"Tanysphyrus ater";"Insects";"United Kingdom";2011
"Tapinoma ibericum";"Insects";"United Kingdom";2016
"Telmatogeton japonicus";"Insects";"United Kingdom";2015
"Torostoma apicale";"Insects";"United Kingdom";2016
"Xyleborus bodoanus";"Insects";"United Kingdom";2017
"Zygina nivea";"Insects";"United Kingdom";2010
"Artioposthia exulans";"Invertebrates (excl. Arthropods, Molluscs)";"United Kingdom";2013
"Boccardia proboscidea";"Invertebrates (excl. Arthropods, Molluscs)";"United Kingdom";2011
"Ctenodrilus serratus";"Invertebrates (excl. Arthropods, Molluscs)";"United Kingdom";2015
"Kontikia atrata";"Invertebrates (excl. Arthropods, Molluscs)";"United Kingdom";2015
"Lepidasthenia brunnea";"Invertebrates (excl. Arthropods, Molluscs)";"United Kingdom";2019
"Marionfyfea adventor";"Invertebrates (excl. Arthropods, Molluscs)";"United Kingdom";2012
"Mnemiopsis leidyi";"Invertebrates (excl. Arthropods, Molluscs)";"United Kingdom";2014
"Obama nungara";"Invertebrates (excl. Arthropods, Molluscs)";"United Kingdom";2016
"Paleanotus chrysolepis";"Invertebrates (excl. Arthropods, Molluscs)";"United Kingdom";2020
"Arcuatula senhousia";"Molluscs";"United Kingdom";2011
"Brachidontes exustus";"Molluscs";"United Kingdom";2016
"Chama congregata";"Molluscs";"United Kingdom";2012
"Dreissena bugensis";"Molluscs";"United Kingdom";2014
"Euvola ziczac";"Molluscs";"United Kingdom";2014
"Isognomon bicolor";"Molluscs";"United Kingdom";2014
"Pinctada imbricata";"Molluscs";"United Kingdom";2014
"Pododesmus rudis";"Molluscs";"United Kingdom";2014
"Rangia cuneata";"Molluscs";"United Kingdom";2015
"Stramonita floridana";"Molluscs";"United Kingdom";2015
"Theora lubrica";"Molluscs";"United Kingdom";2018
"Xeroplexa olisippensis";"Molluscs";"United Kingdom";2011
"Equisetum arvense";"Vascular plants";"United Kingdom";2010
"Erythranthe peregrina";"Vascular plants";"United Kingdom";2011
"Felicia bergeriana";"Vascular plants";"United Kingdom";2011
"Geum convallis";"Vascular plants";"United Kingdom";2011
"Pimpinella peregrina";"Vascular plants";"United Kingdom";2010
