"","species","Region","LifeForm","off_FirstRec","count","firstRec","phylum","class","timeLag","eu_status","google","scopus","EASIN_Id.x","Status.x","TER.x","FRW.x","MAR.x","EST.x","habitat","worst_100_world_ISSG","worst_100_Europe_DAISIE","mentioned_in_EU_quarantine_species","partly_native","obsEffort_LF","ResearchEffort","nOccTotSp","obsInNeigborCountryBefore","google_country_porc","google_country_tot","EASIN_Id.y","Status.y","TER.y","FRW.y","MAR.y","EST.y","Kingdom","Phylum","Class","Order","Family"
"357","Houttuynia cordata","Belgium","Vascular plants",2010,39,2012,"Tracheophyta","Magnoliopsida",2,"NO",6526,3155,"R07490","A",1,1,0,0,"Freshwater_Terrestrial","NO","NO","NO","NO",1132699,480,567,TRUE,14,913.64,"R07490","A","1","1","0","0","Plantae","Tracheophyta","Magnoliopsida","Piperales","Saururaceae"
"358","Houttuynia cordata","Italy","Vascular plants",2020,4,2020,"Tracheophyta","Magnoliopsida",0,"NO",6526,3155,"R07490","A",1,1,0,0,"Freshwater_Terrestrial","NO","NO","NO","NO",967299,162,567,TRUE,5,326.3,"R07490","A","1","1","0","0","Plantae","Tracheophyta","Magnoliopsida","Piperales","Saururaceae"
"359","Hyacinthus orientalis","Belgium","Vascular plants",2015,130,2001,"Tracheophyta","Liliopsida",-14,"NO",2684,757,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,9061,TRUE,21,563.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","Hydrangea macrophylla","Belgium","Vascular plants",2013,28,2018,"Tracheophyta","Magnoliopsida",5,"NO",7371,1541,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,10861,TRUE,100,7371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Hygromia cinctella","Czech Republic","Molluscs",2010,11,2021,"Mollusca","Gastropoda",11,"NO",0,19,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1877,28,4511,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Hylaeus euxanthus","New Zealand","Insects",2014,22,2014,"Arthropoda","Insecta",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,22,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Hylotelephium spectabile","Belgium","Vascular plants",2010,19,2006,"Tracheophyta","Magnoliopsida",-4,"NO",2703,69,"R07567","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,481,TRUE,0,0,"R07567","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Crassulaceae"
"364","Hylotelephium spectabile","France","Vascular plants",2010,23,2015,"Tracheophyta","Magnoliopsida",5,"NO",2703,69,"R07567","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",3156527,142,481,TRUE,0,0,"R07567","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Crassulaceae"
"365","Hymenoscyphus fraxineus","Italy","Fungi",2010,2,2014,"Ascomycota","Leotiomycetes",4,"NO",2331,485,"R19121","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",21289,162,NA,TRUE,0,0,"R19121","A","1","0","0","0","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae"
"366","Hymenoscyphus fraxineus","United Kingdom","Fungi",2012,13,2017,"Ascomycota","Leotiomycetes",5,"NO",2331,485,"R19121","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",25198,102,NA,FALSE,0,0,"R19121","A","1","0","0","0","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae"
"367","Hypericum inodorum","Belgium","Vascular plants",2015,1,2011,"Tracheophyta","Magnoliopsida",-4,"NO",3330,29,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,35,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","Hypericum olympicum","Belgium","Vascular plants",2014,7,2014,"Tracheophyta","Magnoliopsida",0,"NO",1263,173,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,71,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","Ictalurus punctatus","Portugal","Fishes",2012,6,2018,"Chordata","Actinopterygii",6,"NO",2855,26011,"R07692","A",0,1,0,0,"Freshwater","NO","NO","NO","NO",1038,83,47,FALSE,0,0,"R07692","A","0","1","0","0","Animalia","Chordata","Actinopterygii","Siluriformes","Ictaluridae"
"370","Ilex crenata","Belgium","Vascular plants",2012,88,2011,"Tracheophyta","Magnoliopsida",-1,"NO",7513,812,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,173,TRUE,100,7513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","Illinoia liriodendri","Serbia","Insects",2015,4,2020,"Arthropoda","Insecta",5,"NO",0,41,"R07711","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",11129,54,NA,FALSE,0,0,"R07711","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Aphididae"
"372","Impatiens balsamina","Albania","Vascular plants",2011,2,2019,"Tracheophyta","Magnoliopsida",8,"NO",4112,2174,"R07716","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",2476,54,872,FALSE,0,0,"R07716","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Balsaminaceae"
"373","Ipheion uniflorum","Belgium","Vascular plants",2012,80,2014,"Tracheophyta","Liliopsida",2,"NO",3011,64,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,775,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","Isodontia mexicana","Serbia","Insects",2010,6,2020,"Arthropoda","Insecta",10,"NO",1314,51,"R07831","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",11129,54,NA,FALSE,0,0,"R07831","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hymenoptera","Sphecidae"
"375","Jacaranda mimosifolia","Greece","Vascular plants",2014,10,2015,"Tracheophyta","Magnoliopsida",1,"NO",8966,594,"R07850","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",46853,144,1849,FALSE,24,2151.84,"R07850","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Scrophulariales","Bignoniaceae"
"376","Juglans cinerea","Belgium","Vascular plants",2012,3,2012,"Tracheophyta","Magnoliopsida",0,"NO",3226,715,"R07884","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,91,FALSE,0,0,"R07884","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Juglandales","Juglandaceae"
"377","Knautia macedonica","Belgium","Vascular plants",2011,28,2012,"Tracheophyta","Magnoliopsida",1,"NO",4527,19,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,303,TRUE,90,4074.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","Koeleria glauca","Belgium","Vascular plants",2016,2,2016,"Tracheophyta","Liliopsida",0,"NO",3344,39,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,1872,TRUE,63,2106.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","Koenigia campanulata","Belgium","Vascular plants",2013,7,2013,"Tracheophyta","Magnoliopsida",0,"NO",0,2,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,88,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","Kolkwitzia amabilis","Belgium","Vascular plants",2012,22,2012,"Tracheophyta","Magnoliopsida",0,"NO",4343,20,"R07995","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,1048,TRUE,82,3561.26,"R07995","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae"
"381","Lachnus tatakaensis","New Zealand","Insects",2013,235,2013,"Arthropoda","Insecta",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,235,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","Lactuca plumieri","Sweden","Vascular plants",2010,11,2010,"Tracheophyta","Magnoliopsida",0,"NO",0,10,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",7997425,26,186,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","Lamium orvala","Belgium","Vascular plants",2011,12,2011,"Tracheophyta","Magnoliopsida",0,"NO",2045,11,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,836,FALSE,85,1738.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","Lamprocapnos spectabilis","Belgium","Vascular plants",2010,20,2010,"Tracheophyta","Magnoliopsida",0,"NO",4171,70,"R08108","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,812,TRUE,0,0,"R08108","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Papaverales","Fumariaceae"
"385","Lamprodila festiva","Serbia","Insects",2014,1,2018,"Arthropoda","Insecta",4,"NO",415,14,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",11129,54,188,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","Lamprotornis splendidus","Belgium","Birds",2018,1,2018,"Chordata","Aves",0,"NO",0,5,"R19808","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",788948,480,1,FALSE,0,0,"R19808","A","1","0","0","0","Animalia","Chordata","Aves","Passeriformes","Sturnidae"
"387","Lantana camara","Italy","Vascular plants",2015,4641,2013,"Tracheophyta","Magnoliopsida",-2,"NO",9209,9355,"R08135","A",1,0,0,0,"Terrestrial","YES","NO","NO","NO",967299,162,6610,TRUE,10,920.9,"R08135","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae"
"388","Lantanophaga pusillidactylus","Greece","Insects",2018,10,2019,"Arthropoda","Insecta",1,"NO",0,6,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",41715,144,29,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","Lathyrus heterophyllus","Belgium","Vascular plants",2011,76,2011,"Tracheophyta","Magnoliopsida",0,"NO",357,39,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,121,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","Laurus nobilis","Belgium","Vascular plants",2017,46,2009,"Tracheophyta","Magnoliopsida",-8,"NO",7274,6014,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,25638,TRUE,49,3564.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","Leonotis leonurus","Spain","Vascular plants",2019,2,2020,"Tracheophyta","Magnoliopsida",1,"NO",5992,904,"R18406","A",0,1,0,0,"Freshwater","NO","NO","NO","NO",713438,120,29,TRUE,14,838.88,"R18406","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae"
"392","Leptoglossus occidentalis","Portugal","Insects",2010,137,2010,"Arthropoda","Insecta",0,"NO",2557,415,"R08399","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",52871,83,NA,TRUE,80,2045.6,"R08399","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Coreidae"
"393","Leptoglossus occidentalis","Netherlands","Insects",2010,5597,2008,"Arthropoda","Insecta",-2,"NO",2557,415,"R08399","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",6331084,30,NA,TRUE,34,869.38,"R08399","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Coreidae"
"394","Leptoglossus occidentalis","Greece","Insects",2011,59,2012,"Arthropoda","Insecta",1,"NO",2557,415,"R08399","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",41715,144,NA,FALSE,0,0,"R08399","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Coreidae"
"395","Leptoglossus occidentalis","Spain","Insects",2010,437,2009,"Arthropoda","Insecta",-1,"NO",2557,415,"R08399","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",264021,120,NA,TRUE,100,2557,"R08399","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Coreidae"
"396","Leptoglossus occidentalis","Sweden","Insects",2011,70,2011,"Arthropoda","Insecta",0,"NO",2557,415,"R08399","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",4018887,26,NA,TRUE,0,0,"R08399","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Coreidae"
"397","Leptoglossus occidentalis","Ukraine","Insects",2011,164,2014,"Arthropoda","Insecta",3,"NO",2557,415,"R08399","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",21266,7,NA,TRUE,0,0,"R08399","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Coreidae"
"398","Leucaena leucocephala","Portugal","Vascular plants",2011,2,2016,"Tracheophyta","Magnoliopsida",5,"NO",6437,11790,"R08440","A",1,0,0,0,"Terrestrial","YES","NO","NO","NO",107614,83,270,FALSE,0,0,"R08440","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae"
"399","Leucaena leucocephala","Spain","Vascular plants",2018,133,2011,"Tracheophyta","Magnoliopsida",-7,"NO",6437,11790,"R08440","A",1,0,0,0,"Terrestrial","YES","NO","NO","NO",713438,120,270,TRUE,18,1158.66,"R08440","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae"
"400","Leycesteria formosa","Belgium","Vascular plants",2017,54,2007,"Tracheophyta","Magnoliopsida",-10,"NO",7545,22,"R08493","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,9811,TRUE,93,7016.85,"R08493","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae"
"401","Liatris spicata","Belgium","Vascular plants",2011,7,2015,"Tracheophyta","Magnoliopsida",4,"NO",5439,158,"R08501","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,109,FALSE,87,4731.93,"R08501","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae"
"402","Ligularia dentata","Belgium","Vascular plants",2010,14,2010,"Tracheophyta","Magnoliopsida",0,"NO",3906,231,"R08515","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,298,TRUE,0,0,"R08515","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae"
"403","Lilium hollandicum","Belgium","Vascular plants",2016,3,2016,"Tracheophyta","Liliopsida",0,"NO",0,1,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,9,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Limnobium laevigatum","Belgium","Vascular plants",2013,5,2013,"Tracheophyta","Liliopsida",0,"NO",4362,111,NA,NA,0,1,0,0,"Freshwater","NO","NO","NO","NO",1132699,480,5,FALSE,43,1875.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","Linaria maroccana","France","Vascular plants",2012,8,2013,"Tracheophyta","Magnoliopsida",1,"NO",3487,19,"R08587","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",3156527,142,655,TRUE,0,0,"R08587","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Scrophulariales","Scrophulariaceae"
"406","Linaria purpurea","France","Vascular plants",2010,33,2010,"Tracheophyta","Magnoliopsida",0,"NO",3638,140,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",3156527,142,7654,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","Lomelosia stellata","Belgium","Vascular plants",2017,1,2017,"Tracheophyta","Magnoliopsida",0,"NO",602,1,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,290,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Lonchura punctulata","Belgium","Birds",2016,4,2016,"Chordata","Aves",0,"NO",1213,446,"R08750","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",788948,480,902,FALSE,0,0,"R08750","A","1","0","0","0","Animalia","Chordata","Aves","Passeriformes","Estrildidae"
"409","Lonicera chrysantha","Belgium","Vascular plants",2012,3,2012,"Tracheophyta","Magnoliopsida",0,"NO",0,32,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,5,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Lonicera fragrantissima","France","Vascular plants",2012,8,2019,"Tracheophyta","Magnoliopsida",7,"NO",5932,67,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",3156527,142,NA,FALSE,36,2135.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Lonicera involucrata","Belgium","Vascular plants",2014,1,2018,"Tracheophyta","Magnoliopsida",4,"NO",2009,69,"R08764","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,458,TRUE,0,0,"R08764","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae"
"412","Lonicera maackii","Belgium","Vascular plants",2015,6,2015,"Tracheophyta","Magnoliopsida",0,"NO",2953,1254,"R08768","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,64,TRUE,0,0,"R08768","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae"
"413","Lonicera morrowii","Belgium","Vascular plants",2010,1,2010,"Tracheophyta","Magnoliopsida",0,"NO",1158,176,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,36,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Lophodytes cucullatus","Belgium","Birds",2011,377,1990,"Chordata","Aves",-21,"NO",0,165,"R19727","A",1,1,0,0,"Freshwater_Terrestrial","NO","NO","NO","NO",788948,480,2485,TRUE,0,0,"R19727","A","1","1","0","0","Animalia","Chordata","Aves","Anseriformes","Anatidae"
"415","Lophura leucomelanos","Belgium","Birds",2012,3,2014,"Chordata","Aves",2,"NO",448,27,"R19757","C",1,0,0,0,"Terrestrial","NO","NO","NO","NO",788948,480,3,FALSE,0,0,"R19757","C","1","0","0","0","Animalia","Chordata","Aves","Galliformes","Phasianidae"
"416","Lotus corniculatus","Belgium","Vascular plants",2019,2341,1991,"Tracheophyta","Magnoliopsida",-28,"NO",5594,7948,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,97956,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Luperomorpha xanthodera","Austria","Insects",2011,2,2017,"Arthropoda","Insecta",6,"NO",0,19,"R08845","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",122100,44,NA,TRUE,0,0,"R08845","A","1","0","0","0","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae"
"418","Luzula nivea","Belgium","Vascular plants",2013,12,2015,"Tracheophyta","Liliopsida",2,"NO",3983,118,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,1332,TRUE,100,3983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Lycianthes rantonnetii","France","Vascular plants",2011,16,2018,"Tracheophyta","Magnoliopsida",7,"NO",1913,19,"R18481","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",3156527,142,142,FALSE,0,0,"R18481","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae"
"420","Lysimachia fortunei","Belgium","Vascular plants",2016,3,2016,"Tracheophyta","Magnoliopsida",0,"NO",1063,83,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,3,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Mahonia aquifolium","Belgium","Vascular plants",2016,4191,1998,"Tracheophyta","Magnoliopsida",-18,"NO",7729,1244,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,52675,TRUE,61,4714.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Mahonia bealei","Belgium","Vascular plants",2016,17,2015,"Tracheophyta","Magnoliopsida",-1,"NO",4152,340,"R08989","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,106,TRUE,0,0,"R08989","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae"
"423","Mahonia bealei","Spain","Vascular plants",2020,2,2021,"Tracheophyta","Magnoliopsida",1,"NO",4152,340,"R08989","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",713438,120,106,TRUE,37,1536.24,"R08989","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae"
"424","Maianthemum stellatum","Belgium","Vascular plants",2016,2,2016,"Tracheophyta","Liliopsida",0,"NO",2004,5,"R08997","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,129,TRUE,0,0,"R08997","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Asparagales","Asparagaceae"
"425","Malus purpurea","Norway","Vascular plants",2012,4,2019,"Tracheophyta","Magnoliopsida",7,"NO",2559,436,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1755502,76,NA,TRUE,100,2559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Manihot grahamii","Belgium","Vascular plants",2017,1,2017,"Tracheophyta","Magnoliopsida",0,"NO",2447,9,"R19993","A",1,1,1,0,"Terrestrial_ Freshwater_ Marine","NO","NO","NO","NO",1132699,480,1,FALSE,0,0,"R19993","A","1","1","1","0","Plantae","Tracheophyta","Magnoliopsida","Euphorbiales","Euphorbiaceae"
"427","Mazus miquelii","Belgium","Vascular plants",2015,1,2015,"Tracheophyta","Magnoliopsida",0,"NO",844,31,"R09122","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,6,TRUE,0,0,"R09122","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Scrophulariales","Scrophulariaceae"
"428","Mazus pumilus","Belgium","Vascular plants",2014,15,2014,"Tracheophyta","Magnoliopsida",0,"NO",812,47,"R09124","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,42,FALSE,0,0,"R09124","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Scrophulariales","Scrophulariaceae"
"429","Medicago monspeliaca","Belgium","Vascular plants",2015,5,2015,"Tracheophyta","Magnoliopsida",0,"NO",0,22,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,199,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Megabruchidius dorsalis","France","Insects",2012,9,2016,"Arthropoda","Insecta",4,"NO",0,34,"R09180","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",514135,142,83,FALSE,0,0,"R09180","A","1","0","0","0","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae"
"431","Megabruchidius tonkineus","Serbia","Insects",2011,4,2020,"Arthropoda","Insecta",9,"NO",0,27,"R17682","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",11129,54,NA,FALSE,0,0,"R17682","A","1","0","0","0","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae"
"432","Megachile sculpturalis","Spain","Insects",2018,17,2018,"Arthropoda","Insecta",0,"NO",1089,110,"R19998","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",264021,120,419,TRUE,67,729.63,"R19998","A","1","1","1","0","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae"
"433","Melampyrum nemorosum","Belgium","Vascular plants",2015,2,2015,"Tracheophyta","Magnoliopsida",0,"NO",1258,61,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,11466,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Melilotus elegans","Belgium","Vascular plants",2012,3,2019,"Tracheophyta","Magnoliopsida",7,"NO",0,98,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,3,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Melilotus infestus","Belgium","Vascular plants",2012,5,2012,"Tracheophyta","Magnoliopsida",0,"NO",0,3,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,5,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Mentha cervina","Belgium","Vascular plants",2012,6,2012,"Tracheophyta","Magnoliopsida",0,"NO",2307,121,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,50,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Mentha requienii","Belgium","Vascular plants",2013,18,2011,"Tracheophyta","Magnoliopsida",-2,"NO",3299,24,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,43,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Metrosideros excelsa","Italy","Vascular plants",2013,1,2015,"Tracheophyta","Magnoliopsida",2,"NO",4860,248,"R09409","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",967299,162,19,FALSE,14,680.4,"R09409","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae"
"439","Microlepia platyphylla","Portugal","Vascular plants",2017,1,2020,"Tracheophyta","Polypodiopsida",3,"NO",0,4,"R09426","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",107614,83,1,FALSE,0,0,"R09426","A","1","0","0","0","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dennstaedtiaceae"
"440","Micromeria filiformis","France","Vascular plants",2012,1,2011,"Tracheophyta","Magnoliopsida",-1,"NO",0,5,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",3156527,142,30,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Mirabilis jalapa","Albania","Vascular plants",2010,20,2017,"Tracheophyta","Magnoliopsida",7,"NO",8283,2537,"R09514","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",2476,54,31950,FALSE,0,0,"R09514","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae"
"442","Misgurnus fossilis","Netherlands","Fishes",2012,722,1994,"Chordata","Actinopterygii",-18,"NO",1150,1301,NA,NA,0,1,0,0,"Freshwater","NO","NO","NO","YES",118551,30,792,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Monoxia obesula","Spain","Insects",2017,16,2019,"Arthropoda","Insecta",2,"NO",0,18,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",264021,120,16,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Morus nigra","Belgium","Vascular plants",2014,10,1999,"Tracheophyta","Magnoliopsida",-15,"NO",8674,4061,"R09619","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,NA,TRUE,100,8674,"R09619","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Urticales","Moraceae"
